o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:creator,dcterms:description,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:authorList,bibo:cites,bibo:identifier,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,foaf:gender,foaf:membershipClass,cidoc-crm:P7_took_place_at,cidoc-crm:P104_is_subject_to,cidoc-crm:P4_has_time-span,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P108_has_produced,cidoc-crm:P152_has_parent,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P143_joined,cidoc-crm:P75_possesses,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P126_employed,cidoc-crm:P107i_is_current_or_former_member_of,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P53i_is_former_or_current_location_of,cidoc-crm:P1_is_identified_by,cidoc-crm:P93i_was_taken_out_of_existence_by,cidoc-crm:P149_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P27i_was_origin_of,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P82a_begin_of_the_begin,cidoc-crm:P82b_end_of_the_end,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of
27555,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,67e06dbf-6850-4b58-a192-8483e9dc8fb6,,,,,,,"https://en.wikipedia.org/wiki/Santa_Margherita_Ligure Santa Margherita Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167595 Santa Margherita Ligure","Santa Margherita Ligure",,,,,,,,,,,,,,,,,,,,,,,"villi Sancte Margarite | de Sancto Margarita potestacie Rapali",,,,26159,,,,,,,,,,,,,,,,
27552,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,081059c8-6605-412d-a69e-8f4b5e655a1d,,,,,,,"https://en.wikipedia.org/wiki/Bonifacio,_Corse-du-Sud Bonifacio (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3031801 Bonifacio",Bonifacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27550,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2f7e87f3-b735-45ae-932a-3a6c6a82421f,,,,,,,"https://it.wikipedia.org/wiki/Lavagna_(Italia) Lavagna (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3175024 Lavagna",Lavagna,,,,,,,,,,,,,,,,,,,,,,,"de Lavania",,,,,,,,,,,,,,,,,,,,
27547,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,5a4ac27e-a025-42fa-812f-8d7c9e3bcd91,,,,,,,"https://en.wikipedia.org/wiki/Novi_Ligure Novi Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3172170 Novi Ligure","Novi Ligure",,,,,,,,,,,,,,,,,,,,,,,Novi,,,,,,,,,,,,,,,,,,,,
27544,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f40f0051-a2eb-46a8-b8a0-b5a2c9b70bf8,,,,,,,"https://it.wikipedia.org/wiki/Varzi Varzi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164685 Varzi",Varzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27542,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,3048ed41-772e-4cf7-a8f0-26aa75f6d811,,,,,,,"https://it.wikipedia.org/wiki/Bargagli Bargagli (Wikipedia)",,,,,,,,,,,,,,,,,Bargagli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27540,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e49b3ec3-e6ae-449b-9c89-3a18d1bab869,,,,,,,"https://en.wikipedia.org/wiki/History_of_Naples History of Naples (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3172394 Naples",Naples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27538,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c08eecf7-94e6-46e7-b647-e885acd70525,,,,,,,"https://en.wikipedia.org/wiki/Asti Asti (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182714 Asti",Asti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27534,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,8812cd7c-a75a-4338-99bd-48d1ffdfd8ef,,,,,,,"https://en.wikipedia.org/wiki/Bruges#Golden_age_(12th_to_15th_centuries) Bruges (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2800931 Bruges",Bruges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27527,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f485db3f-5ece-42bd-9c4b-12775ae18b26,,,,,,,"https://en.wikipedia.org/wiki/History_of_Barcelona History of Barcelona (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3128760 Barcelona",Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,27636,,,,,,,,,,,,,,,,
27523,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,05487bd9-212b-42d5-a8d4-251dd0c45660,,,,,,,"https://en.wikipedia.org/wiki/Sarzana Sarzana (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167104 Sarzana",Sarzana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26443,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,1395158f-ba31-4ba9-a73b-de9e941a8068,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Ravecca",,,,,,,,,,,,,,,,,,,,,,,,,,,26313,,,,,,,,,,,,,,,,
26442,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f227c693-65fc-4811-b9bc-f69974e870d3,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of the Ripa Corrigiariorum",,,,,,,,,,,,,,,,,,,,,,,"sub rippa corrigiariorum",,,,26443,,,,,,,,,,,,,,,,
26408,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c6bfa9fb-f16b-486a-82f2-fa57e5082c07,,,,,,,"https://en.wikipedia.org/wiki/Seville#Castilian_rule Seville (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2510911 Seville",Seville,,,,,,,,,,,,,,,,,,,,,,,"civis et habitatoris Sibillie",,,,26403,,,,,,,,,,,,,,,,
26403,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a3f673b5-f00b-43a7-a71f-5fe74a9d849e,,,,,,,"https://en.wikipedia.org/wiki/Crown_of_Castile Crown of Castile (Wikipedia)",,,,,,,,,,,,,,,,,"Crown of Castile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26402,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b827c952-0766-4c68-9bb1-4bac7b184555,,,,,,,"Cádiz Cádiz (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2520600 Cadiz",Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,26403,,,,,,,,,,,,,,,,
26401,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,7c7e28ba-e511-495d-9b17-cf3ed96cc34b,,,,,,,"https://en.wikipedia.org/wiki/Jerez_de_la_Frontera Jerez de la Frontera (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2516326 Jerez de la Frontera",Jerez,,,,,,,,,,,,,,,,,,,,,,,"de Xeris",,,,26403,,,,,,,,,,,,,,,,
26377,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,46c62dfa-7c24-46b6-b941-101aaf5858de,,,,,,,"https://it.wikipedia.org/wiki/Borzoli Borzoli (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/7603184 Borzoli",Borzoli,,,,,,,,,,,,,,,,,,,,,,,"ville Borzolli",,,,,,,,,,,,,,,,,,,,
26361,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,ec1788d6-8358-4b4a-abd0-9e303f221b84,,,,,,,"https://en.wikipedia.org/wiki/London Londo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2643743 London",London,,,,,,,,,,,,,,,,,,,,,,,"de Londone",,,,,,,,,,,,,,,,,,,,
26343,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The town of Capriata d'Orba in the province of Alessandria. In the late medieval and early modern sources it is referred to simply as ""Capriata.""",,,ed2937c7-16fb-442a-b863-395d15e8dff8,,,,,,,"https://it.wikipedia.org/wiki/Capriata_d%27Orba Capriata D'Orba (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6542737 Capriata d'Orba","Capriata d'Orba",,,,,,,,,,,,,,,,,,,,,,,"de Capriata",,,,,,,,,,,,,,,,,,,,
26334,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,bef8e218-9639-42a4-b9a6-3150a8bdaf8e,,,,,,,"https://en.wikipedia.org/wiki/Monterosso_al_Mare Monterosso al Mare (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3172769 Monterosso al Mare","Monterosso al Mare",,,,,,,,,,,,,,,,,,,,,,,Monterubeo,,,,,,,,,,,,,,,,,,,,
26327,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e30f8a36-6023-41e3-8f7e-a1ca21e4d5de,,,,,,,"https://it.wikipedia.org/wiki/Bianz%C3%A8 Bianzè (Wikipedia)",,,,,,,,,,,,,,,,,Bianzè,,,,,,,,,,,,,,,,,,,,,,,Bianzate,,,,,,,,,,,,,,,,,,,,
26325,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,219352d6-ba06-4bc6-afca-f65295da6459,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
26324,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e3de742b-12f2-4c04-b138-ff89626d5421,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Carrubeo del Filo",,,,,,,,,,,,,,,,,,,,,,,"in contracta Carubei Filli",,,,26325,,,,,,,,,,,,,,,,
26323,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Sant'Olcese was a village located about 6 km north of the port of Genoa.",,,4d3a4d80-c549-4c54-a5be-bef9e44603e0,,,,,,,"https://en.wikipedia.org/wiki/Sant%27Olcese Sant'Olcese (Wikipedia)",,,,,,,,,,,,,,,,,Sant'Olcese,,,,,,,,,,,,,,,,,,,,,,,"Sancto Ulcixio",,,,,,,,,,,,,,,,,,,,
26317,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,27c65c2c-89d1-4847-a760-50b7742f737e,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Platea Moduli",,,,,,,,,,,,,,,,,,,,,,,,,,,26313,,,,,,,,,,,,,,,,
26316,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,8b48613b-34d9-407e-a102-b3c642c8f746,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Soziglia",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
26315,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,5fe5e6f6-9061-4f67-8a01-e75483c7e7f1,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Banchi",,,,,,,,,,,,,,,,,,,,,,,"in contracta bancorum | in Bancis | plateam de Bancis",,,,26316,,,,,,,,,,,,,,,,
26314,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e9ea4b67-6d8b-4ee5-ab98-732df13ecf38,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Canneto",,,,,,,,,,,,,,,,,,,,,,,,,,,26198,,,,,,,,,,,,,,,,
26313,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a56fa33c-7ba2-4c0d-9e0e-de0de7611a92,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Castello",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
26312,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,cf5e812d-cca6-44e6-9334-878c9c442ff8,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of San Nazaro",,,,,,,,,,,,,,,,,,,,,,,"in contracta Sanctorum Nazarii et Celsi",,,,26313,,,,,,,,,,,,,,,,
26311,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,3b711e42-9746-421f-8cc8-604bed395523,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of San Vittore",,,,,,,,,,,,,,,,,,,,,,,,,,,26310,,,,,,,,,,,,,,,,
26310,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,3f1a883b-0ae5-414e-9273-a42cba714bbf,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Borgo San Tomasso",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
26309,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e1029519-2645-4c55-9a01-f06f99414222,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of San Antonio",,,,,,,,,,,,,,,,,,,,,,,"in contracta Sancti Antonii de Ianua",,,,26311,,,,,,,,,,,,,,,,
26298,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Granarolo was a village about 2 km north of the port of Genoa. It is now a district in the metropolitan city of Genoa.",,,37ad0ea8-7d4d-4d3c-bfd6-7adf6d21652a,,,,,,,"https://it.wikipedia.org/wiki/Granarolo_(Genova) Granarolo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3175943 Granarolo",Granarolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26297,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Monleone was a village about 30 km north-east of the port of Genoa. It is now part of the town of Cicagna.",,,b9bc981a-a530-4e59-8c40-1a0ae84b2977,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/3178727 Cicagna",Monleone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26294,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6ea1d4dd-fa92-48b1-a341-ec214787e3bc,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Podio di San Giovanni",,,,,,,,,,,,,,,,,,,,,,,,,,,26310,,,,,,,,,,,,,,,,
26263,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,8bb12d55-6a3a-43b3-bbf9-d0446fb1211d,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Santi Cosma e Damiano",,,,,,,,,,,,,,,,,,,,,,,"in contracta Sanctorum Cosme et Damiani ",,,,26312,,,,,,,,,,,,,,,,
26240,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,5fe596d7-caaa-4da1-8875-20ebedcffe7e,,,,,,,"https://en.wikipedia.org/wiki/Parma Parma (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3171457 Parma",Parma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26209,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Genoese state archives.",,,16a76faa-83a5-46dc-8db6-50f49d11be00,,,,,,,"http://www.asgenova.beniculturali.it/ Website",,,,,,,,,,,,,,,,"http://www.geonames.org/11748050 Archivio di Stato di Genova","Archivio di stato di Genova",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
26203,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The continent of Africa",,,f8c89454-6493-4e52-85af-d0387f13a44b,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/6255146 Africa",Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26198,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The compagna of Maccagnana was one of eight officially recognized districts within the walls of Genoa during the fifteenth-century.",,,61720cdb-8713-4b81-81ec-2dd045ad8b53,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Maccagnana",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
26196,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Clapa Piscium was a neighbourhood within the district (compagna) of Maccagnana. It was also called Clapa de Mari.",,,81d0fa6d-2805-4fe6-ad10-41aad0fc110d,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Clapa Piscium",,,,,,,,,,,,,,,,,,,,,,,"positam in contracta Clape | positam in contracta Clape de Mari",,,,26314,,,,,,,,,,,,,,,,
26163,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,dd0ccb36-8a00-4e82-90f6-48e9f7d3f378,,,,,,,"https://en.wikipedia.org/wiki/Torriglia Torriglia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3165392 Torriglia",Torriglia,,,,,,,,,,,,,,,,,,,,,,,Turrilia,,,,,,,,,,,,,,,,,,,,
26159,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,ddbe89b0-e44f-4fa7-bc32-0b6116c7ff95,,,,,,,"https://en.wikipedia.org/wiki/Rapallo Rapallo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3169602 Rapallo",Rapallo,,,,,,,,,,,,,,,,,,,,,,,Rapalo,,,,,,,,,,,,,,,,,,,,
26156,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,36a8d517-6b70-46d6-bf92-ce702119e361,,,,,,,"https://en.wikipedia.org/wiki/Feodosia Caffa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/709161 Feodosiya","Caffa | Feodosiya | Каффа | Kefe",,,,,,,,,,,,,,,,,,,,,,,Caffe,,,,,,,,,,,,,,,,,,,,
26154,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,87462aa3-e22b-429a-8891-bab3e7be6e20,,,,,,,"https://en.wikipedia.org/wiki/Beyo%C4%9Flu Pera (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/744235 Karaköy",Pera,,,,,,,,,,,,,,,,,,,,,,,"Galata | Karaköy | Beyoğlu | Peire | Pere",,,,,,,,,,,,,,,,,,,,
26152,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e67f9d52-db3d-4efc-bbed-217e3e97d113,,,,,,,"https://en.wikipedia.org/wiki/Maona_of_Chios_and_Phocaea Maona of Chios and Phocaea (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/259972 Chios","Chios | Chio | Χίος",,,,,,,,,,,,,,,,,,,,,,,Chii,,,,,,,,,,,,,,,,,,,,
26150,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,80f6fcc9-da67-4a5c-981e-912894768c6b,,,,,,,"https://en.wikipedia.org/wiki/Hospitaller_Rhodes Hospitaller Rhodes (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/400665 Rhodes","Rhodes | Rodi | Ρόδος",,,,,,,,,,,,,,,,,,,,,,,Rodo,,,,,,,,,,,,,,,,,,,,
26148,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,07cd0d77-b1f7-4337-a927-f483f2147f5b,,,,,,,"https://en.wikipedia.org/wiki/Republic_of_Venice Republic of Venice (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164603 Venice","Venice | Venezia",,,,,,,,,,,,,,,,,,,,,,,Veneciis,,,,,,,,,,,,,,,,,,,,
26146,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,45257a6a-ee2b-4b7c-a976-d3ce0a3e352f,,,,,,,"https://en.wikipedia.org/wiki/Republic_of_Florence Republic of Florence (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3176959 Florence","Florence | Firenze",,,,,,,,,,,,,,,,,,,,,,,Florentie,,,,,,,,,,,,,,,,,,,,
26144,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,53888eb2-34aa-40bb-bdcb-c89943125725,,,,,,,"https://en.wikipedia.org/wiki/Republic_of_Pisa Republic of Pisa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170647 Pisa",Pisa,,,,,,,,,,,,,,,,,,,,,,,Pissiis,,,,,,,,,,,,,,,,,,,,
26142,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f1af148d-b9ea-4a07-bb74-e86a83eb8f8e,,,,,,,"https://en.wikipedia.org/wiki/Nice Nice (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2990440 Nice","Nice | Nizza",,,,,,,,,,,,,,,,,,,,,,,Nicie,,,,,,,,,,,,,,,,,,,,
26140,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,892c1147-4c8e-4295-a16d-8853d55cb02a,,,,,,,"https://en.wikipedia.org/wiki/Albenga Albenga (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3183343 Albenga",Albenga,,,,,,,,,,,,,,,,,,,,,,,Albingane,,,,,,,,,,,,,,,,,,,,
26138,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,565a9b7a-b4ea-4778-b48f-5491b43fe5cb,,,,,,,"https://en.wikipedia.org/wiki/Milan Milan (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3173435 Milan","republic of Milan",,,,,,,,,,,,,,,,,,,,,,,"Lombardie Mediolani",,,,,,,,,,,,,,,,,,,,
26136,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,af3cb085-66ea-4edf-9bff-781607e5d725,,,,,,,"https://en.wikipedia.org/wiki/Savona Savona (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167022 Savona",Savona,,,,,,,,,,,,,,,,,,,,,,,Saone,,,,,,,,,,,,,,,,,,,,
26130,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,4b01ab48-d3de-4917-be91-36bf347c19f5,,,,,,,"https://en.wikipedia.org/wiki/Siena Siena (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3166548 Siena",Siena,,,,,,,,,,,,,,,,,,,,,,,"urbe Seuarum",,,,,,,,,,,,,,,,,,,,
26109,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d46ac361-bd08-4ca3-841d-86eb19bd408f,,,,,,,,,,,,,,,,,,,,,,,,"Piazza Senarega",,,,,,,,,,,,,,,,,,,,,,,,,,,26315,,,,,,,,,,,,,,,,
26104,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,920e1f79-c836-43f3-809f-e777700f6675,,,,,,,"https://en.wikipedia.org/wiki/Vernazza Vernazza (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164535 Vernazza",Vernazza,,,,,,,,,,,,,,,,,,,,,,,Vernacia,,,,,,,,,,,,,,,,,,,,
26085,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Molo is a neighbourhood (contrada) in late medieval Genoa that surrounds the first pier (mole) south of the Porto Antico.",,,9554e000-49ca-444b-8cc0-41d91bd28add,,,,,,,"https://en.wikipedia.org/wiki/Molo_(Genoa) Molo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3212462 Molo Vecchio","The neighbourhood (contrada) of Molo",,,,,,,,,,,,,,,,,,,,,,,"in contracta moduli",,,,26317,,,,,,,,,,,,,,,,
26079,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e48e728d-f374-49fe-9ed7-0f4571987125,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/8976549 Passano",Passano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26056,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The land of the Circassians was not an autonomous political entity in the late Middle Ages, but a general region to the east of the Black Sea stretching to the Caspian Sea.",,,9022e6b0-22db-4c30-90e8-5e06f0ceb8bc,,,,,,,"https://en.wikipedia.org/wiki/Circassians Circassians (Wikipedia)",,,,,,,,,,,,,,,,,Circassia,,,,,,,,,,,,,,,,,,,,,,,Zichia,,,,,,,,,,,,,,,,,,,,
